PAR ID,SUB,PRED,OBJ
17112957-3,béla_antal_bánáthy,place of birth,budapest
17112957-3,béla_antal_bánáthy,place of birth,budapest
17112957-3,béla_antal_bánáthy,place of birth,budapest
17112957-4,béla_antal_bánáthy,place of birth,budapest
17112957-4,béla_antal_bánáthy,place of birth,budapest
17112957-5,antal_bánáthy,place of birth,budapest
17112957-5,béla_antal_bánáthy,place of birth,budapest
17112957-5,béla_antal_bánáthy,place of birth,budapest
17112957-5,béla_antal_bánáthy,place of birth,budapest
17112957-7,antal_bánáthy,place of birth,budapest
17112957-7,béla_antal_bánáthy,place of birth,budapest
17112957-9,antal_bánáthy,place of birth,budapest
17132346-4,jeff_crouse,place of birth,baltimore
17132346-4,jeff_crouse,place of birth,baltimore
17132346-5,jeff_crouse,place of birth,baltimore
17132346-5,jeff_crouse,place of birth,baltimore
17173308-2,andrews,place of birth,yorktown
17298748-6,wilson,place of birth,medina
17613106-5,robert,place of birth,arlington
17633215-3,del_favero,place of birth,sydney
17696516-3,estrin,place of birth,new_york_city
17771709-1,pattie_maes,place of birth,media_arts
18036927-1,victor_allis,place of birth,louis
18036927-3,victor_allis,place of birth,artificial
18079073-1,mark,place of birth,warren
18079073-1,mark_w_spong,place of birth,warren
18079073-1,mark_w_spong,place of birth,warren
18079073-1,mark_w_spong,place of birth,warren
18079073-1,mark_w_spong,place of birth,warren
18079073-2,mark,place of birth,warren
18079073-2,mark_w_spong,place of birth,warren
18079073-2,mark_w_spong,place of birth,warren
18079073-3,mark,place of birth,warren
18079073-3,mark_w_spong,place of birth,warren
18147555-3,john_norris,place of birth,chelmsford
18165655-1,craig,place of birth,spokane
18165655-1,craig_s_smith,place of birth,spokane
18165655-1,craig_s_smith,place of birth,spokane
18165655-1,craig_s_smith,place of birth,spokane
18165655-1,craig_s_smith,place of birth,spokane
18165655-1,craig_s_smith,place of birth,spokane
18165655-1,craig_s_smith,place of birth,spokane
18165655-1,craig_s_smith,place of birth,spokane
18165655-1,craig_s_smith,place of birth,spokane
18165655-1,craig_s_smith,place of birth,spokane
18165655-1,craig_s_smith,place of birth,spokane
18165655-1,craig_s_smith,place of birth,spokane
18165655-3,craig,place of birth,spokane
18165655-3,craig_s_smith,place of birth,spokane
18165655-3,craig_s_smith,place of birth,spokane
18165655-3,craig_s_smith,place of birth,spokane
18165655-4,craig,place of birth,spokane
18327153-3,jock,place of birth,nuremberg
18327153-3,jock_d_mackinlay,place of birth,mathematics
18436744-1,iskov_christensen,place of birth,frederikshavn
18436744-1,henrik_iskov_christensen,place of birth,frederikshavn
18436744-2,henrik_iskov_christensen,place of birth,frederikshavn
18436744-2,henrik_iskov_christensen,place of birth,frederikshavn
18436744-3,henrik_iskov_christensen,place of birth,frederikshavn
18436744-5,iskov_christensen,place of birth,frederikshavn
18436744-5,henrik_iskov_christensen,place of birth,frederikshavn
18436744-5,henrik_iskov_christensen,place of birth,frederikshavn
18436744-5,henrik_iskov_christensen,place of birth,frederikshavn
18436744-5,henrik_iskov_christensen,place of birth,frederikshavn
18436744-6,henrik_iskov_christensen,place of birth,frederikshavn
18436744-6,henrik_iskov_christensen,place of birth,frederikshavn
18436744-6,henrik_iskov_christensen,place of birth,frederikshavn
18436744-6,henrik_iskov_christensen,place of birth,frederikshavn
18436744-6,henrik_iskov_christensen,place of birth,frederikshavn
18436744-7,iskov_christensen,place of birth,frederikshavn
18436744-10,henrik_iskov_christensen,place of birth,frederikshavn
18651665-7,gérard_pierre_huet,place of birth,sanskrit
18928084-1,david_maier,place of birth,mathematics
19048959-1,anton_schwartz,place of birth,seattle
19048959-3,anton_schwartz,place of birth,new_york_city
19179562-3,hyuck,place of birth,south_korea
19179562-3,hyuck_m_kwon,place of birth,seoul
19301286-4,peter_john_bentley,place of birth,new_scientist
19317288-3,tony_cai,place of birth,rui'an
19419976-2,edouard,place of birth,neuchâtel
19540592-1,thomas_mason,place of birth,oklahoma_city
19540592-1,matthew_thomas_mason,place of birth,oklahoma_city
19540592-2,matthew_thomas_mason,place of birth,oklahoma_city
19540592-4,thomas_mason,place of birth,oklahoma_city
19540592-4,matthew_thomas_mason,place of birth,oklahoma_city
19540592-4,matthew_thomas_mason,place of birth,oklahoma_city
19540592-4,matthew_thomas_mason,place of birth,oklahoma_city
19540592-5,thomas_mason,place of birth,oklahoma_city
19540592-5,matthew_thomas_mason,place of birth,oklahoma_city
19540592-6,thomas_mason,place of birth,oklahoma_city
19540592-6,matthew_thomas_mason,place of birth,oklahoma_city
19540592-7,thomas_mason,place of birth,oklahoma_city
19540592-7,matthew_thomas_mason,place of birth,oklahoma_city
19540592-7,matthew_thomas_mason,place of birth,oklahoma_city
19540592-7,matthew_thomas_mason,place of birth,oklahoma_city
19540592-7,matthew_thomas_mason,place of birth,oklahoma_city
19540592-9,thomas_mason,place of birth,oklahoma_city
19540592-11,thomas_mason,place of birth,oklahoma_city
19663772-3,leslie_armstrong,place of birth,bournemouth
19712036-1,gradimir_v_milovanović,place of birth,gradimir
19948053-3,serena_nathaniel,place of birth,quetta
19948053-5,afia_serena_nathaniel,place of birth,physics
19948053-14,serena_nathaniel,place of birth,new_york_city
20039654-13,ivan_šarić,place of birth,omiš
20045486-1,faye_duchin,place of birth,faye
20185237-1,victor,place of birth,brooklyn
20185237-1,victor_r_basili,place of birth,brooklyn
20185237-1,victor_r_basili,place of birth,brooklyn
20185237-2,victor_r_basili,place of birth,brooklyn
20185237-3,victor,place of birth,brooklyn
20185237-3,victor_r_basili,place of birth,brooklyn
20185237-3,victor_r_basili,place of birth,brooklyn
20185237-4,victor_r_basili,place of birth,brooklyn
20185237-4,victor_r_basili,place of birth,brooklyn
20242966-4,nasser,place of birth,jenin
20583874-3,juraj_hromkovič,place of birth,bratislava
21399088-1,colette_rolland,place of birth,dieupentale
21399088-3,colette_rolland,place of birth,dieupentale
21399088-3,colette_rolland,place of birth,dieupentale
21399088-3,colette_rolland,place of birth,dieupentale
21399088-3,colette_rolland,place of birth,dieupentale
21399088-3,colette_rolland,place of birth,dieupentale
21399088-4,colette_rolland,place of birth,dieupentale
21399088-5,colette_rolland,place of birth,dieupentale
21421132-3,alain_bravo,place of birth,france
21605374-6,daniel_mattes,place of birth,united_states
21806620-3,wizard_martins,place of birth,curitiba
21806620-3,carlos_wizard_martins,place of birth,newark
21806620-5,wizard_martins,place of birth,brazil
21883253-3,david_nelson,place of birth,muziic
22270162-5,dave_bennett,place of birth,okinawa
22323510-3,kumar_mitter,place of birth,calcutta
22323510-4,kumar_mitter,place of birth,cambridge
22455968-3,kathleen_ann_corbet,place of birth,finance
22518968-1,sashi_parvatha_reddi,place of birth,madras
22518968-1,sashi_parvatha_reddi,place of birth,guntur
22518968-3,sashi_parvatha_reddi,place of birth,operations
22615395-1,zvi_schreiber,place of birth,lightech
22615395-3,zvi,place of birth,mathematics
22884275-1,lee_swindlehurst,place of birth,boulder_city
22884275-3,lee_swindlehurst,place of birth,boulder_city
22884275-3,lee_swindlehurst,place of birth,boulder_city
22884275-3,lee_swindlehurst,place of birth,boulder_city
22884275-3,lee_swindlehurst,place of birth,boulder_city
22884275-3,lee_swindlehurst,place of birth,boulder_city
22884275-3,lee_swindlehurst,place of birth,boulder_city
22884275-3,lee_swindlehurst,place of birth,boulder_city
22884275-3,lee_swindlehurst,place of birth,boulder_city
22884275-4,lee_swindlehurst,place of birth,boulder_city
22884275-4,lee_swindlehurst,place of birth,boulder_city
22884275-4,lee_swindlehurst,place of birth,boulder_city
22947640-3,michael_béla_vitányi,place of birth,budapest
23274584-3,ralph_guggenheim,place of birth,ralph
23274584-3,ralph_guggenheim,place of birth,pittsburgh
23675431-6,jim_stolze,place of birth,tedxaruba
23764397-4,paul,place of birth,engineering
24006249-1,awad_haj_ali_ahmed,place of birth,portsudan
24006249-1,awad_haj_ali_ahmed,place of birth,portsudan
24006249-3,awad_haj_ali_ahmed,place of birth,portsudan
24006249-3,awad_haj_ali_ahmed,place of birth,portsudan
24006249-4,awad_haj_ali_ahmed,place of birth,portsudan
24006249-4,awad_haj_ali_ahmed,place of birth,portsudan
24006249-4,awad_haj_ali_ahmed,place of birth,portsudan
24006249-4,awad_haj_ali_ahmed,place of birth,portsudan
24006249-4,awad_haj_ali_ahmed,place of birth,portsudan
24006249-5,awad_haj_ali_ahmed,place of birth,portsudan
24006249-5,awad_haj_ali_ahmed,place of birth,portsudan
24006249-5,awad_haj_ali_ahmed,place of birth,portsudan
24006249-5,awad_haj_ali_ahmed,place of birth,portsudan
24006249-5,awad_haj_ali_ahmed,place of birth,portsudan
24016631-3,lu_qi,place of birth,jiangsu
24016631-5,lu_qi,place of birth,pittsburgh
24016631-7,lu_qi,place of birth,china
24016631-7,lu_qi,place of birth,bing
24132176-1,salvatore_rampone,place of birth,benevento
24132176-1,salvatore_rampone,place of birth,benevento
24132176-2,salvatore_rampone,place of birth,benevento
24849716-7,pedro_celis,place of birth,monterrey
24849716-8,pedro_celis,place of birth,monterrey
24849716-8,pedro_celis,place of birth,monterrey
24849716-11,pedro_celis,place of birth,monterrey
24849716-11,pedro_celis,place of birth,monterrey
24849716-12,pedro_celis,place of birth,monterrey
24849716-12,pedro_celis,place of birth,monterrey
24849716-13,pedro_celis,place of birth,monterrey
24849716-19,pedro_celis,place of birth,monterrey
24849716-20,pedro_celis,place of birth,monterrey
24980042-2,susan_barnard,place of birth,australia
25128051-3,marie_trapani,place of birth,brooklyn
25128051-3,gina_marie_trapani,place of birth,new
25128051-5,gina_marie_trapani,place of birth,technology
25128051-7,gina_marie_trapani,place of birth,brooklyn
25199958-4,marius_nierstrasz,place of birth,laren
25199958-6,marius_nierstrasz,place of birth,mathematics
25199958-10,oscar_marius_nierstrasz,place of birth,switzerland
25547008-1,mohammad_asif_rahimi,place of birth,kabul
26259455-3,paul_nivat,place of birth,clermont-ferrand
26538783-3,griffith,place of birth,clermont
26663863-3,jacob_alexander_lurie,place of birth,science
26685191-5,arnab,place of birth,kolkata
26696665-3,róbert,place of birth,hungary
26750707-3,duncan_macredie,place of birth,rotherham
26946759-3,michael_detlefsen,place of birth,scottsbluff
27498613-1,neil,place of birth,worcester
27498613-1,neil_t_heffernan,place of birth,worcester
27498613-1,neil_t_heffernan,place of birth,worcester
27498613-1,neil_t_heffernan,place of birth,worcester
27498613-1,neil_t_heffernan,place of birth,worcester
27498613-3,neil,place of birth,worcester
27498613-3,neil_t_heffernan,place of birth,worcester
27498613-5,neil_t_heffernan,place of birth,worcester
27498613-5,neil_t_heffernan,place of birth,worcester
27571814-3,mark,place of birth,mathematics
27571814-7,mark,place of birth,london
27573364-1,naveen_selvadurai,place of birth,chennai
27573364-1,naveen_selvadurai,place of birth,chennai
27573364-1,naveen_selvadurai,place of birth,chennai
27573364-3,naveen_selvadurai,place of birth,chennai
27573364-5,naveen_selvadurai,place of birth,chennai
27573364-5,naveen_selvadurai,place of birth,chennai
27573364-5,naveen_selvadurai,place of birth,chennai
27573364-5,naveen_selvadurai,place of birth,chennai
27573364-5,naveen_selvadurai,place of birth,chennai
27573364-6,naveen_selvadurai,place of birth,chennai
27573364-6,naveen_selvadurai,place of birth,chennai
27573364-8,naveen_selvadurai,place of birth,chennai
27573364-9,naveen_selvadurai,place of birth,chennai
27573364-9,naveen_selvadurai,place of birth,chennai
27573364-9,naveen_selvadurai,place of birth,chennai
27573364-9,naveen_selvadurai,place of birth,chennai
27573364-9,naveen_selvadurai,place of birth,chennai
27573364-9,naveen_selvadurai,place of birth,chennai
27573364-10,naveen_selvadurai,place of birth,chennai
27573364-12,naveen_selvadurai,place of birth,chennai
27573364-12,naveen_selvadurai,place of birth,chennai
27573364-12,naveen_selvadurai,place of birth,chennai
27573364-12,naveen_selvadurai,place of birth,chennai
27573364-12,naveen_selvadurai,place of birth,chennai
27573364-12,naveen_selvadurai,place of birth,chennai
27573364-12,naveen_selvadurai,place of birth,chennai
28051031-1,john,place of birth,plainfield
28051031-1,john_hl,place of birth,plainfield
28051031-1,john_hl,place of birth,plainfield
28051031-3,john,place of birth,plainfield
28051031-3,john_hl,place of birth,plainfield
28051031-5,john,place of birth,plainfield
28051031-5,john_hl,place of birth,plainfield
28051031-5,john_hl,place of birth,plainfield
28051031-6,john_hl,place of birth,plainfield
28051031-6,john_hl,place of birth,plainfield
28051031-6,john_hl,place of birth,plainfield
28051031-6,john_hl,place of birth,plainfield
28051031-7,john_hl,place of birth,plainfield
28051031-7,john_hl,place of birth,plainfield
28051031-7,john_hl,place of birth,plainfield
28051031-7,john_hl,place of birth,plainfield
28051031-9,john,place of birth,plainfield
28125485-11,adam,place of birth,instagram
28126761-1,edward_dyer,place of birth,ryde
28126761-1,martin_edward_dyer,place of birth,ryde
28126761-1,martin_edward_dyer,place of birth,ryde
28126761-1,martin_edward_dyer,place of birth,ryde
28126761-1,martin_edward_dyer,place of birth,ryde
28126761-1,martin_edward_dyer,place of birth,ryde
28126761-3,martin_edward_dyer,place of birth,ryde
28126761-5,martin_edward_dyer,place of birth,ryde
28126761-5,martin_edward_dyer,place of birth,ryde
28126761-6,martin_edward_dyer,place of birth,ryde
28126761-8,edward_dyer,place of birth,ryde
28181395-3,wu_jianping,place of birth,juye_county
28418197-2,robert_w_brodersen,place of birth,electrical
28418197-2,robert_w_brodersen,place of birth,electrical
28661853-4,gerald_teschl,place of birth,graz
28661853-4,gerald_teschl,place of birth,graz
28661853-4,gerald_teschl,place of birth,graz
28661853-4,gerald_teschl,place of birth,graz
28661853-5,gerald_teschl,place of birth,graz
28661853-5,gerald_teschl,place of birth,graz
28661853-5,gerald_teschl,place of birth,graz
28661853-6,gerald_teschl,place of birth,graz
28661853-6,gerald_teschl,place of birth,graz
29089226-1,douglas_clark_merrill,place of birth,arkansas
29153699-2,elīna,place of birth,riga
29390201-3,farooque_ahmed,place of birth,lahore
29447424-4,anaka_alankamony,place of birth,united_states
29606365-3,bronson,place of birth,new_york_city
30106196-4,sergi_jordà,place of birth,spain
30175497-3,ignacio_martín_llorente,place of birth,globus
30212406-3,gilles_samoun,place of birth,entrepreneur
30212406-4,gilles_samoun,place of birth,french
30257441-4,anja_feldmann,place of birth,bielefeld
30257441-4,anja_feldmann,place of birth,bielefeld
30257441-5,anja_feldmann,place of birth,bielefeld
30257441-6,anja_feldmann,place of birth,bielefeld
30257441-6,anja_feldmann,place of birth,bielefeld
30257441-6,anja_feldmann,place of birth,bielefeld
30257441-6,anja_feldmann,place of birth,bielefeld
30257441-6,anja_feldmann,place of birth,bielefeld
30324173-4,james_wesley_graham,place of birth,copper_cliff
30459422-1,charles_harter,place of birth,yorkshire
30459422-1,andrew_charles_harter,place of birth,yorkshire
30459422-3,andrew_charles_harter,place of birth,yorkshire
30459422-3,andrew_charles_harter,place of birth,yorkshire
30459422-3,andrew_charles_harter,place of birth,yorkshire
30459422-3,andrew_charles_harter,place of birth,yorkshire
30459422-5,charles_harter,place of birth,yorkshire
30459422-5,andrew_charles_harter,place of birth,yorkshire
30459422-5,andrew_charles_harter,place of birth,yorkshire
30459422-5,andrew_charles_harter,place of birth,yorkshire
30459422-5,andrew_charles_harter,place of birth,yorkshire
30459422-5,andrew_charles_harter,place of birth,yorkshire
30459422-5,andrew_charles_harter,place of birth,yorkshire
30459422-7,andrew_charles_harter,place of birth,yorkshire
30459422-7,andrew_charles_harter,place of birth,yorkshire
30459422-7,andrew_charles_harter,place of birth,yorkshire
30459422-7,andrew_charles_harter,place of birth,yorkshire
30459422-7,andrew_charles_harter,place of birth,yorkshire
30459422-7,andrew_charles_harter,place of birth,yorkshire
30459422-7,andrew_charles_harter,place of birth,yorkshire
30459422-7,andrew_charles_harter,place of birth,yorkshire
30459422-7,andrew_charles_harter,place of birth,yorkshire
30459422-8,charles_harter,place of birth,yorkshire
30459422-8,andrew_charles_harter,place of birth,yorkshire
30459422-8,andrew_charles_harter,place of birth,yorkshire
30482484-4,jonas_eneroth,place of birth,gothenburg
30482484-4,jonas_eneroth,place of birth,gothenburg
30482484-4,jonas_eneroth,place of birth,gothenburg
30482484-4,jonas_eneroth,place of birth,gothenburg
30482484-6,jonas_eneroth,place of birth,gothenburg
30482484-6,jonas_eneroth,place of birth,gothenburg
30482484-7,jonas_eneroth,place of birth,gothenburg
30482484-7,eidos_interactive_jonas_eneroth,place of birth,gothenburg
30482484-7,jonas_eneroth,place of birth,gothenburg
30482484-8,jonas_eneroth,place of birth,gothenburg
30482484-8,jonas_eneroth,place of birth,gothenburg
30482484-9,jonas_eneroth,place of birth,gothenburg
30556207-1,ray_johnson,place of birth,kansas_city
30556207-1,christopher_ray_johnson,place of birth,kansas_city
30556207-1,christopher_ray_johnson,place of birth,kansas_city
30556207-3,ray_johnson,place of birth,kansas_city
30556207-3,christopher_ray_johnson,place of birth,kansas_city
30556207-3,christopher_ray_johnson,place of birth,kansas_city
30556207-3,christopher_ray_johnson,place of birth,kansas_city
30556207-4,christopher_ray_johnson,place of birth,kansas_city
30556207-4,christopher_ray_johnson,place of birth,kansas_city
30556207-4,ray_johnson,place of birth,kansas_city
30556207-4,christopher_ray_johnson,place of birth,kansas_city
30556207-4,christopher_ray_johnson,place of birth,kansas_city
30556207-4,ray_johnson,place of birth,kansas_city
30556207-5,ray_johnson,place of birth,kansas_city
30556207-5,christopher_ray_johnson,place of birth,kansas_city
30556207-5,ray_johnson,place of birth,kansas_city
30556207-5,ray_johnson,place of birth,kansas_city
30556207-6,ray_johnson,place of birth,kansas_city
30688295-3,rischard_rice,place of birth,tulsa
30688295-3,john_rischard_rice,place of birth,oklahoma
30688295-3,john_rischard_rice,place of birth,california
30739295-3,norman_h_margolus,place of birth,norman
30783354-5,christopher_granger_atkeson,place of birth,brain
31088517-3,edward_holbrook,place of birth,bristol
31088517-8,john_edward_holbrook,place of birth,brixworth
31145455-3,johannes_mosterman,place of birth,nes
31145455-3,pieter_johannes_mosterman,place of birth,electrical
31147740-1,shehzad,place of birth,dundee
31308099-2,joseph_colbourn,place of birth,toronto
31352021-3,daniel_blondel,place of birth,louvain
31431454-1,maya_paczuski,place of birth,israel
31569912-1,alexander_waibel,place of birth,heidelberg
31569912-1,alexander_waibel,place of birth,heidelberg
31569912-1,alexander_waibel,place of birth,heidelberg
31569912-1,alexander_waibel,place of birth,heidelberg
31569912-2,alexander_waibel,place of birth,heidelberg
31569912-2,alexander_waibel,place of birth,heidelberg
31569912-5,alexander_waibel,place of birth,heidelberg
31569912-5,alexander_waibel,place of birth,heidelberg
31569912-5,alexander_waibel,place of birth,heidelberg
31569912-6,alexander_waibel,place of birth,heidelberg
31569912-6,alexander_waibel,place of birth,heidelberg
31569912-7,alexander_waibel,place of birth,heidelberg
31569912-7,alexander_waibel,place of birth,heidelberg
31569912-8,alexander_waibel,place of birth,heidelberg
31569912-9,alexander_waibel,place of birth,heidelberg
31569912-9,alexander_waibel,place of birth,heidelberg
31569912-10,alexander_waibel,place of birth,heidelberg
31569912-11,alexander_waibel,place of birth,heidelberg
32221473-4,james_c_spohrer,place of birth,physics
32250946-3,françois_pierrot,place of birth,mont
32250946-3,françois_pierrot,place of birth,mont
32250946-3,françois_pierrot,place of birth,mont
32250946-5,françois_pierrot,place of birth,mont
32506307-5,james,place of birth,poughkeepsie
32633630-3,detlef_zuehlke,place of birth,bad
32633630-3,detlef_zuehlke,place of birth,bad
32633630-3,detlef_zuehlke,place of birth,bad
32633630-4,detlef_zuehlke,place of birth,bad
32633630-4,detlef_zuehlke,place of birth,bad
32633630-5,detlef_zuehlke,place of birth,bad
32633630-8,detlef_zuehlke,place of birth,bad
32633630-8,detlef_zuehlke,place of birth,bad
33275304-3,michael_mitchell,place of birth,blossburg
33396853-3,gojko,place of birth,belgrade
33435415-12,mike,place of birth,detroit
33592954-1,boris_loza,place of birth,krasnodar
33656317-2,jeffrey_bub,place of birth,mathematical
33681418-7,benjamin_kuipers,place of birth,benjamin
33681418-7,benjamin_kuipers,place of birth,benjamin
33685896-1,karel_lenstra,place of birth,zaandam
34138466-7,george_booker,place of birth,barking
34384554-5,garret_loporto,place of birth,united_states
34718995-3,benjamin_downey,place of birth,civil
34789260-3,susan_peters,place of birth,nollywood
34898897-3,bernard,place of birth,vevey_switzerland
34954105-2,peter_ramesh,place of birth,arumuganeri
35110965-1,william_paul_cockshott,place of birth,new
35110965-3,paul_cockshott,place of birth,economics
35139487-3,rodin_younessi,place of birth,palm_beach
35139487-3,rodin_younessi,place of birth,palm_beach
35139487-3,rodin_younessi,place of birth,palm_beach
35139487-3,rodin_younessi,place of birth,palm_beach
35139487-3,rodin_younessi,place of birth,palm_beach
35139487-3,rodin_younessi,place of birth,palm_beach
35139487-3,rodin_younessi,place of birth,palm_beach
35139487-3,rodin_younessi,place of birth,palm_beach
35139487-3,rodin_younessi,place of birth,palm_beach
35139487-4,rodin_younessi,place of birth,palm_beach
35139487-4,rodin_younessi,place of birth,palm_beach
35139487-4,rodin_younessi,place of birth,palm_beach
35139487-4,rodin_younessi,place of birth,palm_beach
35139487-6,rodin_younessi,place of birth,palm_beach
35139487-6,rodin_younessi,place of birth,palm_beach
35139487-6,rodin_younessi,place of birth,palm_beach
35139487-6,juris_doctor_rodin_younessi,place of birth,palm_beach
35139487-6,rodin_younessi,place of birth,palm_beach
35139487-6,rodin_younessi,place of birth,palm_beach
35139487-6,rodin_younessi,place of birth,palm_beach
35139487-6,rodin_younessi,place of birth,palm_beach
35242657-8,shabnam,place of birth,tehran
35487278-3,rainer_löwen,place of birth,stuttgart
36127858-1,sarah_bakewell,place of birth,london
36136182-10,michael_poliza,place of birth,cape_town
36874353-3,arabic,place of birth,riyadh
37285702-3,christopher,place of birth,new_york
37500941-1,maher_el-adawy,place of birth,germany
37500941-2,maher_el-adawy,place of birth,sudan
37608541-1,livia_szabó,place of birth,karcag
37867618-3,foom_hawj,place of birth,laos
37875195-9,thomas_worthington,place of birth,australian
37956528-3,eric_leifur_grimson,place of birth,estevan
38053861-1,joan_feigenbaum,place of birth,brooklyn
38053861-1,joan_feigenbaum,place of birth,brooklyn
38053861-3,joan_feigenbaum,place of birth,brooklyn
38053861-3,joan_feigenbaum,place of birth,brooklyn
38053861-3,joan_feigenbaum,place of birth,brooklyn
38053861-3,joan_feigenbaum,place of birth,brooklyn
38053861-3,joan_feigenbaum,place of birth,brooklyn
38053861-3,joan_feigenbaum,place of birth,brooklyn
38053861-5,joan_feigenbaum,place of birth,brooklyn
38053861-7,joan_feigenbaum,place of birth,brooklyn
38053861-7,joan_feigenbaum,place of birth,brooklyn
38053861-7,joan_feigenbaum,place of birth,brooklyn
38103153-5,maya_burhanpurkar,place of birth,india
38224200-1,goran_klemenčič,place of birth,kranj
38224200-3,goran_klemenčič,place of birth,kranj
38224200-3,goran_klemenčič,place of birth,kranj
38224200-5,goran_klemenčič,place of birth,kranj
38224200-5,goran_klemenčič,place of birth,kranj
38224200-5,goran_klemenčič,place of birth,kranj
38224200-6,goran_klemenčič,place of birth,kranj
38401498-3,gilber_jean-baptiste,place of birth,montreal
38403814-3,alan_saunders,place of birth,christchurch
38494659-3,lou_qinjian,place of birth,tongzi_county
38494659-8,lou_qinjian,place of birth,qinjian
38667745-4,abhishek_raghuram,place of birth,ramakrishna
38667745-10,abhishek_raghuram,place of birth,india
39080165-6,ron_david_appel,place of birth,geneva
39179076-3,david_plummer,place of birth,akron
39179076-3,michael_david_plummer,place of birth,lima
39231712-7,richard_bowdry,place of birth,detroit
39231712-11,richard_bowdry,place of birth,south_florida
39292077-1,bhagavatula_lakshmi_surya_prakasa_rao,place of birth,porumamilla
39299714-3,chen,place of birth,taipei
39299714-3,chen,place of birth,genome
39299714-5,chen,place of birth,osaka
39299714-5,chen,place of birth,asian
39576694-1,tuncer_ören,place of birth,i̇stanbul
39576694-3,tuncer_ören,place of birth,i̇stanbul
39576694-3,tuncer_ören,place of birth,i̇stanbul
39576694-4,tuncer_ören,place of birth,i̇stanbul
39576694-4,tuncer_ören,place of birth,i̇stanbul
39576694-4,tuncer_ören,place of birth,i̇stanbul
39576694-4,tuncer_ören,place of birth,i̇stanbul
39576694-4,tuncer_ören,place of birth,i̇stanbul
39717232-1,oliver_bimber,place of birth,bad_marienberg
39717232-3,oliver_bimber,place of birth,bad_marienberg
39717232-3,oliver_bimber,place of birth,bad_marienberg
39717232-3,oliver_bimber,place of birth,bad_marienberg
39717232-4,oliver_bimber,place of birth,bad_marienberg
39717232-4,oliver_bimber,place of birth,bad_marienberg
39833340-1,nepali,place of birth,nepal
39833340-1,nepali,place of birth,nepal
39833340-1,nepali,place of birth,nepal
39833340-1,nepali,place of birth,nepal
39833340-1,nepali,place of birth,nepal
39833340-1,nepali,place of birth,nepal
39833340-1,nepali,place of birth,nepal
39833340-1,nepali,place of birth,nepal
39833340-3,nepali,place of birth,nepal
39833340-3,nepali,place of birth,nepal
39833340-3,nepali,place of birth,nepal
39833340-4,nepali,place of birth,nepal
39833340-4,nepali,place of birth,nepal
39833340-4,nepali,place of birth,nepal
39833340-5,nepali,place of birth,nepal
39833340-5,nepali,place of birth,nepal
39833340-5,nepali,place of birth,nepal
39833340-7,nepali,place of birth,nepal
39833340-10,nepali,place of birth,nepal
39833340-10,nepali,place of birth,nepal
39833340-10,nepali,place of birth,nepal
39833340-10,nepali,place of birth,nepal
39833340-10,nepali,place of birth,nepal
39833340-10,nepali,place of birth,nepal
39833340-12,nepali,place of birth,nepal
39833340-12,nepali,place of birth,nepal
39935359-6,arie,place of birth,chief
39975449-3,evan_holland,place of birth,lethbridge
39975449-9,patrick_evan_holland,place of birth,finland
40057479-1,huitema,place of birth,nantes
40057479-1,christian_huitema,place of birth,nantes
40057479-3,christian_huitema,place of birth,nantes
40057479-3,christian_huitema,place of birth,nantes
40057479-3,christian_huitema,place of birth,nantes
40057479-3,christian_huitema,place of birth,nantes
40057479-3,christian_huitema,place of birth,nantes
40075611-3,susan,place of birth,columbia
40177692-3,timothy_christian_lethbridge,place of birth,denmead
40177692-4,ottawa_timothy_christian_lethbridge,place of birth,fortran
40271021-4,kenneth_p_birman,place of birth,chief
40387409-1,rajesh,place of birth,madras
40387409-2,rajesh,place of birth,madras
40387409-2,rajesh_p,place of birth,madras
40387409-2,rajesh_p,place of birth,madras
40387409-2,rajesh_p,place of birth,madras
40387409-2,rajesh_p,place of birth,madras
40387409-3,rajesh_p,place of birth,madras
40387409-3,rajesh_p,place of birth,madras
40387409-4,rajesh,place of birth,madras
40387409-4,rajesh_p,place of birth,madras
40387409-5,rajesh,place of birth,madras
40387409-5,rajesh_p,place of birth,madras
40387409-6,rajesh,place of birth,madras
40387409-6,rajesh_p,place of birth,madras
40387409-7,rajesh_p,place of birth,madras
40387409-8,rajesh,place of birth,madras
40387409-8,rajesh_p,place of birth,madras
40387409-8,rajesh_p,place of birth,madras
40387409-8,rajesh_p,place of birth,madras
40387409-8,rajesh_p,place of birth,madras
40439449-1,philip,place of birth,information
40499864-3,harm_bart,place of birth,mathematics
40499864-3,harm_bart,place of birth,mathematics
40565617-3,walter_daelemans,place of birth,europe
40665085-1,li_xiaowei,place of birth,feixi
40665085-3,li_xiaowei,place of birth,feixi
40665085-3,li_xiaowei,place of birth,feixi
40669807-3,jacqueline_meulman,place of birth,data
40681081-6,lukman_faily,place of birth,united_states
40681081-7,lukman_faily,place of birth,iraqi
40855173-3,michael_f_uschold,place of birth,mathematics
40877912-3,bhubaneswar_mishra,place of birth,electronics
40890060-3,yair_pinter,place of birth,haifa
41007447-1,jaffray_piers_woodriff,place of birth,virginia
41007447-1,jaffray_piers_woodriff,place of birth,virginia
41007447-2,jaffray_piers_woodriff,place of birth,virginia
41007447-2,jaffray_piers_woodriff,place of birth,virginia
41007447-3,jaffray_piers_woodriff,place of birth,virginia
41007447-3,jaffray_piers_woodriff,place of birth,virginia
